"beta","alpha","lambda","pi","rho","w_l","w_h"
0.92309264447206,0.849360552147324,0.344525824300945,0.601041461971014,0.790611712356395,0.980318667093242,0.801506970330319
0.725063758848863,0.79866195365737,0.0973156591092031,0.451846633508404,0.838564419848899,0.991442904957885,0.900225899989435
1.10027809538621,0.876144588176614,0.449794590863753,1.08175493795891,-0.890525462573506,0.686816105153917,0.477119882953375
1.70425113490819,0.859563154501349,0.264905909309164,0.318111847122527,0.0727034006699224,0.448407996187534,0.36931358883712
0.795659823015174,0.864848297065979,0.519359285781795,0.853234360816536,-0.0845232645433373,0.999065609213983,0.621650819064117
1.0477009344786,0.935515957941946,0.670588894389832,1.12225881946838,1.06239875987221,0.999999986117171,0.421737465743728
0.752252845280814,0.821654285002005,0.772151707934734,0.877219942988928,0.728620710157251,0.948733766903849,0.669052861008702
0.905623820291657,0.884302563691154,0.432497630128637,0.0432026276771764,0.395221912294592,0.978906662662617,0.562495891326212
0.759202682412415,0.804275229888066,0.707213750807568,0.186573975039728,0.281876780650628,0.968246867705233,0.945977821120392
1.25423465010551,0.843258118888242,0.339167963247746,0.0364957168518127,0.493816925678402,0.611124074740237,0.463899878319353
0.687045852197924,0.820950003096536,0.00799282762215427,2.00440208061901,0.636512259455288,0.971213201637611,0.674417302121487
0.802541052166241,0.802229310851168,0.273952504387125,0.870455349228455,0.421330264769495,0.895533958146713,0.762123157188183
0.510530331347624,0.791057228851538,0.350881266755756,0.897680222783743,0.728826600158369,0.947035192047792,0.760309757809705
0.7606465520274,0.801250944640615,0.00200792293319114,3.62685760397848,6.20522787868202,0.741200815385668,0.573627064467829
1.01363383343988,0.811338166237721,0.0961845782585442,0.367228507486219,0.987984579202835,0.707030949941619,0.709409073869043
0.892066037424311,0.827147552619791,0.122797911521047,0.674781429674911,2.33678752845884,0.809984312482116,0.67394875864889
1.11090308175878,0.846616185185457,0.342484396649525,0.80770258159164,0.440638311053452,0.656395066473757,0.525355928650691
0.796656482178617,0.80073575756007,0.0286538347136229,0.576672481259625,0.0748754414409505,0.908473686922612,0.902729229595556
1.13551336964724,0.863274164714904,0.352113266557944,0.138437580472225,0.564885985136391,0.698338116614746,0.450499865310885
0.944057865068316,0.865608366206288,0.530574222560972,0.87107402831316,0.190614045364782,0.90592806157656,0.641939164837822
1.2991348293333,0.822638955111539,0.0997349710669369,0.649770583122813,0.581409264355898,0.543667452581702,0.531451985472813
0.959191238369582,0.857323038607235,0.457957978593186,0.300778667087763,0.167143324157223,0.837465565598842,0.614755985598256
0.7242818122432,0.832769357413336,0.980375610032941,0.938712176720943,0.474158481462909,0.999834149091619,0.923639512936668
1.00807828794143,0.88959459117775,0.916065868455917,0.476049636200171,0.482153920654451,0.866280752830891,0.611833505428152
0.758036260933795,0.845206412779885,0.0111892721557537,0.285639991822671,0.371951934037639,0.999844757469651,0.927788870692431
0.716851765294643,0.813985188141604,0.0353676341453743,0.809007367089765,1.58480756481647,0.992422734528148,0.89946850605398
0.946569655377442,0.837440672392018,0.106183935655281,0.950848310574598,1.79960297152798,0.761921311922397,0.688887704120791
0.711029468800059,0.793163631805903,0.0910008333157748,1.06297791750954,0.660194964764837,0.972093850639219,0.841258466116322
0.72837736532797,0.812317918981476,0.900661075487733,0.690161628016943,0.115724321664217,0.984020850490625,0.772267134271821
0.751245762234189,0.822607570196503,0.601594933274452,0.263447185778028,0.731417422330935,0.986396212422006,0.704299620503059
1.16773221936516,0.825618332979333,0.188546077940768,0.0234308892050534,8.57980314670451,0.655658974801332,0.585673882908941
0.816287042102128,0.792269090250594,0.0569580232258886,0.757195513985786,0.221303010540208,0.866430796313525,0.827183177117176
1.38013359858733,0.938630124829622,0.907283285167068,0.682532535294985,0.256272828904912,0.885551702569975,0.726871087914333
0.907628312146409,0.881217549677417,0.162435190984979,0.428768959900669,0.0833224190864712,0.940822784071905,0.61723378590475
2.76495930545996,0.990205572775188,0.441448376281187,2.63502709771457,0.348785283509642,0.950975980166906,0.414678627392277
0.727481789801032,0.831350224593437,0.765636583406204,0.49314132806256,1.85753270198688,0.999656888573635,0.999617961090447
0.507973700833495,0.804600523737376,0.773744801464341,0.813560781537252,0.671021510880031,0.99957379321513,0.733756817157389
0.716747247925555,0.792606390327006,0.704961164096241,0.98383525019187,0.978815512751504,0.999915168004902,0.823989167041259
0.746175573853133,0.809306715075077,0.441699281800538,0.564965419294797,0.560745994322944,0.975509977236176,0.843210291452681
0.802059970770694,0.849396441258586,0.661192663123854,0.00965956295062628,2.32536285684875,0.999758071222752,0.791422836832988
0.895211714043033,0.879849647830946,0.278270238311961,0.0342191192675874,0.469989937962964,0.98962271035334,0.531474722241052
1.08900162733598,0.899332441857218,0.32451948011294,0.653947447434748,0.317637558560818,0.837131062575111,0.577470778720453
0.72702317299723,0.807460158521489,1.09893488748894,0.621569979099782,0.798872937332424,0.98948823961166,0.887464362477098
1.01809092841141,0.823365943272057,0.257707392796874,0.976977224075053,0.679632280976192,0.676336148561575,0.667585197480305
0.822597157736506,0.81906927868113,0.531495814211667,0.501951398202298,0.940856064204127,0.90595089764479,0.652262277375141
0.789590016596739,0.852869289987013,0.975158236923807,0.378987988727523,0.527738646286865,0.999830679337198,0.64527123860963
0.855184111076349,0.838639991148646,0.976701347855851,0.0181492108239191,0.57164052659833,0.919317545414765,0.722074618057695
0.762197651577203,0.805443432977412,0.885051446501166,0.583659086221255,1.27037319075512,0.975873699005587,0.95086745358318
0.743671378425668,0.836220147435752,0.252337849615808,0.907487580816294,1.36325486165194,0.999982214401514,0.805911658630486
0.763103640198967,0.83240952901501,0.000317172957323303,0.287194068205415,2.3810398111747,0.998022263172415,0.892821191608632
2.49689272728956,0.866865797326673,0.0466410172106215,1.2244580150382,0.204547302821555,0.246954949106707,0.161457252605639
0.743325064228301,0.799733744446028,0.261945831484467,0.484961052641051,0.56033613205852,0.999962431852851,0.953789737169868
0.725760225788149,0.802704928259589,0.0949617482256144,0.911699427986193,0.938534760089988,0.966281390573214,0.888085498082627
1.15789248430249,0.825368345990472,0.19864630093798,0.43053302631608,1.94194826121927,0.633619900244205,0.462106838290225
0.756343692139641,0.813445012985572,0.0630802199549566,1.5432272972683,3.72330463421928,0.892444416868072,0.871751617927898
0.338153022977047,0.795568502529897,0.275436950979031,0.182102965585063,0.437824935114986,0.997107706356028,0.76893052074067
1.00424913690564,0.858688674943539,0.118072691140696,0.167309301130403,0.0317045489791781,0.812574331241568,0.610783133422956
1.01000392108542,0.81005899233284,0.0117124894168228,0.0794843498396578,1.13679395058087,0.66037262529346,0.473359355166514
0.610218686859725,0.786595879060042,0.415230432131442,1.268837092468,3.02620861667261,0.999255248489401,0.81077553690674
0.741521583306833,0.807670781326416,0.408251635264605,0.744875960475484,0.309841520152986,0.972986023520713,0.998010987753914
0.734758157754733,0.804593836025778,0.662000103740199,0.303705089038839,0.634303283236218,0.999875259530758,0.750793613069458
4.36271281244639,0.860517123757306,0.0190874545433538,1.09209234993907,5.57360170481978,0.111985636809417,0.0778653051184402
0.638182445197318,0.78022161086451,0.0447994629619134,2.34387821097549,0.446428636861027,0.999979860901039,0.842775292844706
1.01365346253591,0.851722765655357,0.6586047783494,0.725337633192009,0.145067367004231,0.743284497016488,0.582723353004953
0.86391111097898,0.842997834745731,0.0550168288908366,1.04391502754314,3.61526698503799,0.838798294417373,0.637220075916852
1.24275926746517,0.878218779902415,0.5820098859258,0.576810093195353,0.668617614544928,0.650930777247902,0.524621055694297
0.649839374723678,0.829708482667755,1.34921837170291,2.45764870621206,-4.89801779469689,0.999967434134782,0.999408399448094
0.716944903088482,0.843158695634511,0.1491644307971,0.0565813728696184,0.280473328294487,0.988502965775573,0.93605456277209
0.807956387585404,0.889349128818398,0.125307115959845,1.4015784800753,1.0443917469681,0.999977028748696,0.54940643714454
0.410088617050336,0.907194192952082,0.737020718871363,1.24949623901275,-1.0404537907769,0.998652847150995,0.468508283296459
0.199435778033924,0.798899065579405,1.15385520003007,1.10849872671161,0.124340622430398,0.991578109401162,0.970559338791913
1.5156508644426,0.857787347858047,0.110529699245558,0.0335897551278593,1.98975584983599,0.52104678310175,0.395225040651782
1.18561783978484,0.833986147286702,0.203044548181419,0.219928805933024,1.29058562403429,0.645830931421104,0.573429154855726
0.546708087137707,0.875564248443619,0.711377288094237,0.466659172204522,0.376775969498924,0.742561003520023,0.479350533700709
1.1716833530083,0.924433282356808,0.844082218594849,0.251123740056587,0.0474819886293631,0.982506045922684,0.492771577795449
0.820406242440897,0.807325881658477,0.238066659774631,0.317915778974398,0.903217225741235,0.833841244604911,0.626476822735984
0.750066636779596,0.845698248977566,0.894198266175297,0.723742374965895,0.0811270681712261,0.985393818446144,0.737051407570322
0.836842559489204,0.789245568601832,0.250141236465424,0.0414781621938781,0.6620168417174,0.990785977525892,0.905288778183669
0.609060319136906,0.863003198683326,0.123372307102779,0.140979685648183,0.951431897934526,0.989188213330134,0.553541841252902
0.655504590723268,0.830515249817666,0.0286487484007531,1.03408032598742,0.149322610362666,0.972209049353956,0.627784798541326
0.859840369724371,0.801798642303303,0.672587300185114,0.197458916690437,-11.7606740156209,0.978888711873184,0.963992362627115
1.07421278429391,0.903800787400179,0.606226583942771,0.36264626150195,0.179394469138962,0.875256322937387,0.458666529360874
0.689825272851146,0.825871380084114,0.755243300922486,1.36762031685091,2.41707262925082,0.999934090438593,0.848968650941149
0.853444901157247,0.85820010897678,0.324246636359021,0.454872006954436,0.515856600832194,0.903615567771847,0.590932167950288
0.992240912391282,0.840206751700431,0.522655073786154,0.0890073795767199,1.0187247571402,0.781950139977054,0.718082991774341
0.754970121478277,0.826868432504401,0.0834086365066469,0.903229268552,-0.576925559881803,0.968277457293769,0.899964139239157
0.694782150276905,0.817254088054827,0.333825187189768,1.07912984677021,0.055227567016801,0.999837744952082,0.811410092395418
1.22633664730911,0.943977708427105,0.766896646237001,1.50436917870168,0.180595819372684,0.98407493141508,0.527781579395398
0.956590897455543,0.880258094257978,0.0324797912902917,0.687961677807561,0.888665439328179,0.87493428937683,0.465241750359139
0.778869388663554,0.807407288090258,0.791743149282411,0.591104331140065,0.388152433223319,0.923566004820361,0.883045467937718
0.954019451394161,0.860417041039538,0.434034780832008,0.0109025536630028,0.679922494804487,0.853290290297576,0.696117755025625
1.00008043699554,0.819217484712667,0.13715730025433,0.728263338211574,1.16134286280783,0.703935875335115,0.519268878646666
1.25356742985759,0.821267850690554,0.163600047817454,0.308646872804591,0.505775546236356,0.595312261928043,0.603331314764764
0.990227039327633,0.825360275936488,0.294405961642042,0.588352498531102,0.878119295928627,0.749343026544349,0.569464556640014
0.978081188023674,0.88394843568082,0.757071396335959,0.923423833011946,0.830768694792178,0.836356006254088,0.498171516898012
0.754089988486805,0.808308483279565,0.415588943753392,0.802477063157823,0.716790930135176,0.954860565459014,0.786940264641874
1.07572371885545,0.92097586444813,0.478391096461564,0.466954410713741,0.250915385317057,0.993317965466915,0.528191053217574
1.20624834465063,0.890664489413196,0.21844789898023,0.606479820224526,0.443989697619703,0.720538723917631,0.395791943888036
0.675940770992901,0.78363082103193,0.0944379804575182,1.56525547975711,0.668596380490112,0.999732836236356,0.846073280782689
0.758407222642562,0.812239444704415,0.295877165393904,0.274979445798357,0.330093070040321,0.974286677187411,0.697576044843126
